IP,Port,Protocol,Status,Service
192.168.1.60,522,UDP,Free,
192.168.1.60,519,UDP,Free,
192.168.1.60,527,UDP,Free,
192.168.1.60,528,UDP,Free,
192.168.1.60,530,UDP,Free,
192.168.1.60,529,UDP,Free,
192.168.1.60,536,UDP,Free,
192.168.1.60,531,UDP,Free,
192.168.1.60,535,UDP,Free,
192.168.1.60,537,UDP,Free,
192.168.1.60,533,UDP,Free,
192.168.1.60,532,UDP,Free,
192.168.1.60,534,UDP,Free,
192.168.1.60,545,UDP,Free,
192.168.1.60,539,UDP,Free,
192.168.1.60,552,UDP,Free,
192.168.1.60,538,UDP,Free,
192.168.1.60,547,UDP,Free,
192.168.1.60,546,UDP,Free,
192.168.1.60,544,UDP,Free,
192.168.1.60,543,UDP,Free,
192.168.1.60,548,UDP,Free,
192.168.1.60,550,UDP,Free,
192.168.1.60,551,UDP,Free,
192.168.1.60,541,UDP,Free,
192.168.1.60,542,UDP,Free,
192.168.1.60,549,UDP,Free,
192.168.1.60,540,UDP,Free,
192.168.1.60,554,UDP,Free,
192.168.1.60,555,UDP,Free,
192.168.1.60,553,UDP,Free,
192.168.1.60,556,UDP,Free,
192.168.1.60,558,UDP,Free,
192.168.1.60,557,UDP,Free,
192.168.1.60,562,UDP,Free,
192.168.1.60,560,UDP,Free,
192.168.1.60,561,UDP,Free,
192.168.1.60,564,UDP,Free,
192.168.1.60,563,UDP,Free,
192.168.1.60,559,UDP,Free,
192.168.1.60,570,UDP,Free,
192.168.1.60,574,UDP,Free,
192.168.1.60,576,UDP,Free,
192.168.1.60,572,UDP,Free,
192.168.1.60,571,UDP,Free,
192.168.1.60,568,UDP,Free,
192.168.1.60,567,UDP,Free,
192.168.1.60,573,UDP,Free,
192.168.1.60,569,UDP,Free,
192.168.1.60,565,UDP,Free,
192.168.1.60,566,UDP,Free,
192.168.1.60,575,UDP,Free,
192.168.1.60,577,UDP,Free,
192.168.1.60,578,UDP,Free,
192.168.1.60,580,UDP,Free,
192.168.1.60,584,UDP,Free,
192.168.1.60,587,UDP,Free,
192.168.1.60,579,UDP,Free,
192.168.1.60,582,UDP,Free,
192.168.1.60,583,UDP,Free,
192.168.1.60,586,UDP,Free,
192.168.1.60,581,UDP,Free,
192.168.1.60,585,UDP,Free,
192.168.1.60,592,UDP,Free,
192.168.1.60,597,UDP,Free,
192.168.1.60,596,UDP,Free,
192.168.1.60,588,UDP,Free,
192.168.1.60,590,UDP,Free,
192.168.1.60,601,UDP,Free,
192.168.1.60,591,UDP,Free,
192.168.1.60,600,UDP,Free,
192.168.1.60,599,UDP,Free,
192.168.1.60,595,UDP,Free,
192.168.1.60,594,UDP,Free,
192.168.1.60,602,UDP,Free,
192.168.1.60,593,UDP,Free,
192.168.1.60,598,UDP,Free,
192.168.1.60,589,UDP,Free,
192.168.1.60,604,UDP,Free,
192.168.1.60,614,UDP,Free,
192.168.1.60,609,UDP,Free,
192.168.1.60,603,UDP,Free,
192.168.1.60,606,UDP,Free,
192.168.1.60,605,UDP,Free,
192.168.1.60,607,UDP,Free,
192.168.1.60,608,UDP,Free,
192.168.1.60,610,UDP,Free,
192.168.1.60,612,UDP,Free,
192.168.1.60,613,UDP,Free,
192.168.1.60,611,UDP,Free,
192.168.1.60,615,UDP,Free,
192.168.1.60,626,UDP,Free,
192.168.1.60,620,UDP,Free,
192.168.1.60,617,UDP,Free,
192.168.1.60,619,UDP,Free,
192.168.1.60,618,UDP,Free,
192.168.1.60,625,UDP,Free,
192.168.1.60,624,UDP,Free,
192.168.1.60,623,UDP,Free,
192.168.1.60,622,UDP,Free,
192.168.1.60,616,UDP,Free,
192.168.1.60,621,UDP,Free,
192.168.1.60,627,UDP,Free,
192.168.1.60,628,UDP,Free,
192.168.1.60,637,UDP,Free,
192.168.1.60,634,UDP,Free,
192.168.1.60,629,UDP,Free,
192.168.1.60,630,UDP,Free,
192.168.1.60,633,UDP,Free,
192.168.1.60,635,UDP,Free,
192.168.1.60,631,UDP,Free,
192.168.1.60,632,UDP,Free,
192.168.1.60,636,UDP,Free,
192.168.1.60,639,UDP,Free,
192.168.1.60,644,UDP,Free,
192.168.1.60,651,UDP,Free,
192.168.1.60,641,UDP,Free,
192.168.1.60,640,UDP,Free,
192.168.1.60,645,UDP,Free,
192.168.1.60,646,UDP,Free,
192.168.1.60,647,UDP,Free,
192.168.1.60,650,UDP,Free,
192.168.1.60,648,UDP,Free,
192.168.1.60,643,UDP,Free,
192.168.1.60,642,UDP,Free,
192.168.1.60,649,UDP,Free,
192.168.1.60,638,UDP,Free,
192.168.1.60,652,UDP,Free,
192.168.1.60,660,UDP,Free,
192.168.1.60,657,UDP,Free,
192.168.1.60,664,UDP,Free,
192.168.1.60,658,UDP,Free,
192.168.1.60,662,UDP,Free,
192.168.1.60,663,UDP,Free,
192.168.1.60,654,UDP,Free,
192.168.1.60,655,UDP,Free,
192.168.1.60,653,UDP,Free,
192.168.1.60,661,UDP,Free,
192.168.1.60,659,UDP,Free,
192.168.1.60,656,UDP,Free,
192.168.1.60,665,UDP,Free,
192.168.1.60,676,UDP,Free,
192.168.1.60,672,UDP,Free,
192.168.1.60,671,UDP,Free,
192.168.1.60,670,UDP,Free,
192.168.1.60,668,UDP,Free,
192.168.1.60,675,UDP,Free,
192.168.1.60,667,UDP,Free,
192.168.1.60,669,UDP,Free,
192.168.1.60,673,UDP,Free,
192.168.1.60,674,UDP,Free,
192.168.1.60,666,UDP,Free,
192.168.1.60,677,UDP,Free,
192.168.1.60,678,UDP,Free,
192.168.1.60,679,UDP,Free,
192.168.1.60,685,UDP,Free,
192.168.1.60,681,UDP,Free,
192.168.1.60,683,UDP,Free,
192.168.1.60,680,UDP,Free,
192.168.1.60,682,UDP,Free,
192.168.1.60,686,UDP,Free,
192.168.1.60,684,UDP,Free,
192.168.1.60,687,UDP,Free,
192.168.1.60,700,UDP,Free,
192.168.1.60,691,UDP,Free,
192.168.1.60,690,UDP,Free,
192.168.1.60,701,UDP,Free,
192.168.1.60,697,UDP,Free,
192.168.1.60,693,UDP,Free,
192.168.1.60,694,UDP,Free,
192.168.1.60,688,UDP,Free,
192.168.1.60,695,UDP,Free,
192.168.1.60,696,UDP,Free,
192.168.1.60,698,UDP,Free,
192.168.1.60,692,UDP,Free,
192.168.1.60,689,UDP,Free,
192.168.1.60,699,UDP,Free,
192.168.1.60,702,UDP,Free,
192.168.1.60,714,UDP,Free,
192.168.1.60,707,UDP,Free,
192.168.1.60,704,UDP,Free,
192.168.1.60,711,UDP,Free,
192.168.1.60,710,UDP,Free,
192.168.1.60,709,UDP,Free,
192.168.1.60,706,UDP,Free,
192.168.1.60,712,UDP,Free,
192.168.1.60,708,UDP,Free,
192.168.1.60,705,UDP,Free,
192.168.1.60,703,UDP,Free,
192.168.1.60,713,UDP,Free,
192.168.1.60,719,UDP,Free,
192.168.1.60,721,UDP,Free,
192.168.1.60,723,UDP,Free,
192.168.1.60,718,UDP,Free,
192.168.1.60,715,UDP,Free,
192.168.1.60,717,UDP,Free,
192.168.1.60,722,UDP,Free,
192.168.1.60,724,UDP,Free,
192.168.1.60,716,UDP,Free,
192.168.1.60,720,UDP,Free,
192.168.1.60,725,UDP,Free,
192.168.1.60,726,UDP,Free,
192.168.1.60,727,UDP,Free,
192.168.1.60,728,UDP,Free,
192.168.1.60,735,UDP,Free,
192.168.1.60,737,UDP,Free,
192.168.1.60,733,UDP,Free,
192.168.1.60,731,UDP,Free,
192.168.1.60,729,UDP,Free,
192.168.1.60,732,UDP,Free,
192.168.1.60,734,UDP,Free,
192.168.1.60,730,UDP,Free,
192.168.1.60,736,UDP,Free,
192.168.1.60,752,UDP,Free,
192.168.1.60,749,UDP,Free,
192.168.1.60,740,UDP,Free,
192.168.1.60,738,UDP,Free,
192.168.1.60,741,UDP,Free,
192.168.1.60,748,UDP,Free,
192.168.1.60,746,UDP,Free,
192.168.1.60,750,UDP,Free,
192.168.1.60,743,UDP,Free,
192.168.1.60,747,UDP,Free,
192.168.1.60,745,UDP,Free,
192.168.1.60,742,UDP,Free,
192.168.1.60,739,UDP,Free,
192.168.1.60,751,UDP,Free,
192.168.1.60,744,UDP,Free,
192.168.1.60,754,UDP,Free,
192.168.1.60,753,UDP,Free,
192.168.1.60,755,UDP,Free,
192.168.1.60,758,UDP,Free,
192.168.1.60,756,UDP,Free,
192.168.1.60,759,UDP,Free,
192.168.1.60,760,UDP,Free,
192.168.1.60,761,UDP,Free,
192.168.1.60,763,UDP,Free,
192.168.1.60,764,UDP,Free,
192.168.1.60,757,UDP,Free,
192.168.1.60,762,UDP,Free,
192.168.1.60,765,UDP,Free,
192.168.1.60,769,UDP,Free,
192.168.1.60,768,UDP,Free,
192.168.1.60,775,UDP,Free,
192.168.1.60,766,UDP,Free,
192.168.1.60,767,UDP,Free,
192.168.1.60,772,UDP,Free,
192.168.1.60,770,UDP,Free,
192.168.1.60,774,UDP,Free,
192.168.1.60,773,UDP,Free,
192.168.1.60,776,UDP,Free,
192.168.1.60,771,UDP,Free,
192.168.1.60,777,UDP,Free,
192.168.1.60,778,UDP,Free,
192.168.1.60,779,UDP,Free,
192.168.1.60,786,UDP,Free,
192.168.1.60,781,UDP,Free,
192.168.1.60,780,UDP,Free,
192.168.1.60,785,UDP,Free,
192.168.1.60,784,UDP,Free,
192.168.1.60,783,UDP,Free,
192.168.1.60,782,UDP,Free,
192.168.1.60,787,UDP,Free,
192.168.1.60,788,UDP,Free,
192.168.1.60,798,UDP,Free,
192.168.1.60,799,UDP,Free,
192.168.1.60,801,UDP,Free,
192.168.1.60,789,UDP,Free,
192.168.1.60,793,UDP,Free,
192.168.1.60,794,UDP,Free,
192.168.1.60,796,UDP,Free,
192.168.1.60,791,UDP,Free,
192.168.1.60,795,UDP,Free,
192.168.1.60,792,UDP,Free,
192.168.1.60,797,UDP,Free,
192.168.1.60,800,UDP,Free,
192.168.1.60,802,UDP,Free,
192.168.1.60,790,UDP,Free,
192.168.1.60,806,UDP,Free,
192.168.1.60,812,UDP,Free,
192.168.1.60,809,UDP,Free,
192.168.1.60,807,UDP,Free,
192.168.1.60,803,UDP,Free,
192.168.1.60,814,UDP,Free,
192.168.1.60,813,UDP,Free,
192.168.1.60,808,UDP,Free,
192.168.1.60,804,UDP,Free,
192.168.1.60,805,UDP,Free,
192.168.1.60,810,UDP,Free,
192.168.1.60,811,UDP,Free,
192.168.1.60,820,UDP,Free,
192.168.1.60,816,UDP,Free,
192.168.1.60,818,UDP,Free,
192.168.1.60,817,UDP,Free,
192.168.1.60,821,UDP,Free,
192.168.1.60,819,UDP,Free,
192.168.1.60,823,UDP,Free,
192.168.1.60,822,UDP,Free,
192.168.1.60,824,UDP,Free,
192.168.1.60,815,UDP,Free,
192.168.1.60,826,UDP,Free,
192.168.1.60,825,UDP,Free,
192.168.1.60,827,UDP,Free,
192.168.1.60,828,UDP,Free,
192.168.1.60,832,UDP,Free,
192.168.1.60,835,UDP,Free,
192.168.1.60,829,UDP,Free,
192.168.1.60,834,UDP,Free,
192.168.1.60,833,UDP,Free,
192.168.1.60,837,UDP,Free,
192.168.1.60,830,UDP,Free,
192.168.1.60,831,UDP,Free,
192.168.1.60,836,UDP,Free,
192.168.1.60,839,UDP,Free,
192.168.1.60,850,UDP,Free,
192.168.1.60,849,UDP,Free,
192.168.1.60,844,UDP,Free,
192.168.1.60,845,UDP,Free,
192.168.1.60,843,UDP,Free,
192.168.1.60,841,UDP,Free,
192.168.1.60,838,UDP,Free,
192.168.1.60,852,UDP,Free,
192.168.1.60,851,UDP,Free,
192.168.1.60,846,UDP,Free,
192.168.1.60,842,UDP,Free,
192.168.1.60,840,UDP,Free,
192.168.1.60,848,UDP,Free,
192.168.1.60,847,UDP,Free,
192.168.1.60,862,UDP,Free,
192.168.1.60,861,UDP,Free,
192.168.1.60,854,UDP,Free,
192.168.1.60,856,UDP,Free,
192.168.1.60,859,UDP,Free,
192.168.1.60,853,UDP,Free,
192.168.1.60,855,UDP,Free,
192.168.1.60,864,UDP,Free,
192.168.1.60,863,UDP,Free,
192.168.1.60,857,UDP,Free,
192.168.1.60,860,UDP,Free,
192.168.1.60,858,UDP,Free,
192.168.1.60,873,UDP,Free,
192.168.1.60,866,UDP,Free,
192.168.1.60,874,UDP,Free,
192.168.1.60,875,UDP,Free,
192.168.1.60,876,UDP,Free,
192.168.1.60,871,UDP,Free,
192.168.1.60,867,UDP,Free,
192.168.1.60,865,UDP,Free,
192.168.1.60,869,UDP,Free,
192.168.1.60,872,UDP,Free,
192.168.1.60,870,UDP,Free,
192.168.1.60,868,UDP,Free,
192.168.1.60,877,UDP,Free,
192.168.1.60,878,UDP,Free,
192.168.1.60,881,UDP,Free,
192.168.1.60,886,UDP,Free,
192.168.1.60,883,UDP,Free,
192.168.1.60,879,UDP,Free,
192.168.1.60,880,UDP,Free,
192.168.1.60,884,UDP,Free,
192.168.1.60,882,UDP,Free,
192.168.1.60,887,UDP,Free,
192.168.1.60,885,UDP,Free,
192.168.1.60,890,UDP,Free,
192.168.1.60,888,UDP,Free,
192.168.1.60,892,UDP,Free,
192.168.1.60,889,UDP,Free,
192.168.1.60,899,UDP,Free,
192.168.1.60,894,UDP,Free,
192.168.1.60,898,UDP,Free,
192.168.1.60,897,UDP,Free,
192.168.1.60,902,UDP,Free,
192.168.1.60,900,UDP,Free,
192.168.1.60,893,UDP,Free,
192.168.1.60,891,UDP,Free,
192.168.1.60,895,UDP,Free,
192.168.1.60,901,UDP,Free,
192.168.1.60,896,UDP,Free,
192.168.1.60,905,UDP,Free,
192.168.1.60,908,UDP,Free,
192.168.1.60,914,UDP,Free,
192.168.1.60,904,UDP,Free,
192.168.1.60,903,UDP,Free,
192.168.1.60,910,UDP,Free,
192.168.1.60,906,UDP,Free,
192.168.1.60,913,UDP,Free,
192.168.1.60,912,UDP,Free,
192.168.1.60,907,UDP,Free,
192.168.1.60,909,UDP,Free,
192.168.1.60,911,UDP,Free,
192.168.1.60,916,UDP,Free,
192.168.1.60,917,UDP,Free,
192.168.1.60,915,UDP,Free,
192.168.1.60,925,UDP,Free,
192.168.1.60,920,UDP,Free,
192.168.1.60,922,UDP,Free,
192.168.1.60,926,UDP,Free,
192.168.1.60,918,UDP,Free,
192.168.1.60,924,UDP,Free,
192.168.1.60,919,UDP,Free,
192.168.1.60,921,UDP,Free,
192.168.1.60,923,UDP,Free,
192.168.1.60,927,UDP,Free,
192.168.1.60,928,UDP,Free,
192.168.1.60,932,UDP,Free,
192.168.1.60,931,UDP,Free,
192.168.1.60,936,UDP,Free,
192.168.1.60,937,UDP,Free,
192.168.1.60,930,UDP,Free,
192.168.1.60,933,UDP,Free,
192.168.1.60,934,UDP,Free,
192.168.1.60,935,UDP,Free,
192.168.1.60,929,UDP,Free,
192.168.1.60,948,UDP,Free,
192.168.1.60,951,UDP,Free,
192.168.1.60,952,UDP,Free,
192.168.1.60,939,UDP,Free,
192.168.1.60,940,UDP,Free,
192.168.1.60,947,UDP,Free,
192.168.1.60,950,UDP,Free,
192.168.1.60,944,UDP,Free,
192.168.1.60,946,UDP,Free,
192.168.1.60,943,UDP,Free,
192.168.1.60,949,UDP,Free,
192.168.1.60,941,UDP,Free,
192.168.1.60,938,UDP,Free,
192.168.1.60,945,UDP,Free,
192.168.1.60,942,UDP,Free,
192.168.1.60,955,UDP,Free,
192.168.1.60,959,UDP,Free,
192.168.1.60,958,UDP,Free,
192.168.1.60,963,UDP,Free,
192.168.1.60,957,UDP,Free,
192.168.1.60,961,UDP,Free,
192.168.1.60,964,UDP,Free,
192.168.1.60,954,UDP,Free,
192.168.1.60,960,UDP,Free,
192.168.1.60,953,UDP,Free,
192.168.1.60,962,UDP,Free,
192.168.1.60,956,UDP,Free,
192.168.1.60,974,UDP,Free,
192.168.1.60,975,UDP,Free,
192.168.1.60,967,UDP,Free,
192.168.1.60,972,UDP,Free,
192.168.1.60,970,UDP,Free,
192.168.1.60,966,UDP,Free,
192.168.1.60,971,UDP,Free,
192.168.1.60,976,UDP,Free,
192.168.1.60,973,UDP,Free,
192.168.1.60,965,UDP,Free,
192.168.1.60,969,UDP,Free,
192.168.1.60,968,UDP,Free,
192.168.1.60,977,UDP,Free,
192.168.1.60,978,UDP,Free,
192.168.1.60,981,UDP,Free,
192.168.1.60,986,UDP,Free,
192.168.1.60,982,UDP,Free,
192.168.1.60,987,UDP,Free,
192.168.1.60,979,UDP,Free,
192.168.1.60,985,UDP,Free,
192.168.1.60,983,UDP,Free,
192.168.1.60,980,UDP,Free,
192.168.1.60,984,UDP,Free,
192.168.1.60,988,UDP,Free,
192.168.1.60,996,UDP,Free,
192.168.1.60,999,UDP,Free,
192.168.1.60,1000,UDP,Free,
192.168.1.60,1002,UDP,Free,
192.168.1.60,989,UDP,Free,
192.168.1.60,990,UDP,Free,
192.168.1.60,991,UDP,Free,
192.168.1.60,993,UDP,Free,
192.168.1.60,995,UDP,Free,
192.168.1.60,992,UDP,Free,
192.168.1.60,997,UDP,Free,
192.168.1.60,998,UDP,Free,
192.168.1.60,1001,UDP,Free,
192.168.1.60,994,UDP,Free,
192.168.1.60,1012,UDP,Free,
192.168.1.60,1013,UDP,Free,
192.168.1.60,1014,UDP,Free,
192.168.1.60,1004,UDP,Free,
192.168.1.60,1005,UDP,Free,
192.168.1.60,1006,UDP,Free,
192.168.1.60,1010,UDP,Free,
192.168.1.60,1009,UDP,Free,
192.168.1.60,1007,UDP,Free,
192.168.1.60,1008,UDP,Free,
192.168.1.60,1011,UDP,Free,
192.168.1.60,1003,UDP,Free,
192.168.1.60,1017,UDP,Free,
192.168.1.60,1023,UDP,Free,
192.168.1.60,1024,UDP,Free,
192.168.1.60,1016,UDP,Free,
192.168.1.60,1019,UDP,Free,
192.168.1.60,1020,UDP,Free,
192.168.1.60,1018,UDP,Free,
192.168.1.60,1015,UDP,Free,
192.168.1.60,1021,UDP,Free,
192.168.1.60,1022,UDP,Free,
